Region,Date(NZST),Time(NZST),Tair(C),Twet(C),RH(%),Tdew(C),
Canterbury,"2018,Sep,30","08,00",9.7,8.5,84.0,7.2,
Canterbury,"2018,Sep,30","08,00",12.3,12.1,97.6,11.9,
Canterbury,"2018,Sep,30","08,00",9.6,8.6,86.8,7.5,
Canterbury,"2018,Sep,30","08,00",8.1,7.1,86.0,5.9,
Canterbury,"2018,Sep,30","08,00",7.6,6.8,88.0,5.8,
Canterbury,"2018,Sep,30","08,00",9.3,8.4,88.0,7.4,
Canterbury,"2018,Sep,30","08,00",1.5,0.8,88.0,-0.4,
Canterbury,"2018,Sep,30","08,00",8.4,8.1,96.0,7.8,
Canterbury,"2018,Oct,01","08,00",9.8,9.7,98.0,9.5,
Canterbury,"2018,Oct,01","08,00",9.1,6.8,69.0,3.7,
Canterbury,"2018,Oct,01","08,00",6.0,5.0,84.7,3.6,
Canterbury,"2018,Oct,01","08,00",7.6,6.8,88.0,5.8,
Canterbury,"2018,Oct,01","08,00",0.6,-0.6,79.0,-2.8,
Canterbury,"2018,Oct,01","08,00",2.6,1.0,73.0,-2.1,
Canterbury,"2018,Oct,01","08,00",10.3,9.7,92.0,9.1,
Canterbury,"2018,Oct,01","08,00",11.7,11.4,96.3,11.1,
Canterbury,"2018,Oct,01","08,00",8.9,8.7,97.3,8.5,
Canterbury,"2018,Oct,01","08,00",7.9,7.8,98.6,7.7,
Canterbury,"2018,Oct,01","08,00",4.0,4.0,100.0,4.0,
Canterbury,"2018,Oct,01","08,00",9.9,9.4,93.0,8.8,
Canterbury,"2018,Oct,01","08,00",1.4,0.4,83.0,-1.3,
Canterbury,"2018,Oct,01","08,00",9.0,8.9,99.0,8.9,
Canterbury,"2018,Oct,02","08,00",7.4,7.3,98.0,7.1,
Canterbury,"2018,Oct,02","08,00",8.0,4.8,56.0,-0.2,
Canterbury,"2018,Oct,02","08,00",4.2,2.7,75.4,0.2,
Canterbury,"2018,Oct,02","08,00",11.7,6.1,36.0,-2.8,
Canterbury,"2018,Oct,02","08,00",1.7,-2.1,38.0,-12.4,
Canterbury,"2018,Oct,02","08,00",0.9,-2.2,48.0,-9.7,
Canterbury,"2018,Oct,02","08,00",10.4,10.1,96.0,9.8,
Canterbury,"2018,Oct,02","08,00",10.6,9.7,88.5,8.8,
Canterbury,"2018,Oct,02","08,00",7.5,6.9,91.3,6.2,
Canterbury,"2018,Oct,02","08,00",9.5,9.0,93.3,8.5,
Canterbury,"2018,Oct,02","08,00",5.3,5.3,100.0,5.3,
Canterbury,"2018,Oct,02","08,00",8.1,7.7,94.0,7.2,
Canterbury,"2018,Oct,02","08,00",1.3,-0.6,68.0,-4.3,
Canterbury,"2018,Oct,02","08,00",9.0,8.9,99.0,8.9,
Canterbury,"2018,Oct,03","08,00",7.0,6.9,99.0,6.9,
Canterbury,"2018,Oct,03","08,00",3.3,2.3,82.0,0.6,
Canterbury,"2018,Oct,03","08,00",0.9,-0.2,80.0,-2.1,
Canterbury,"2018,Oct,03","08,00",3.2,2.3,85.0,0.9,
Canterbury,"2018,Oct,03","08,00",1.3,-3.7,18.0,-24.1,
Canterbury,"2018,Oct,03","08,00",1.8,-3.4,17.0,-24.6,
Canterbury,"2018,Oct,03","08,00",8.2,6.0,70.0,3.1,
Canterbury,"2018,Oct,03","08,00",10.1,9.9,97.4,9.7,
Canterbury,"2018,Oct,03","08,00",6.6,5.0,76.4,2.8,
Canterbury,"2018,Oct,03","08,00",5.5,5.3,96.9,5.0,
Canterbury,"2018,Oct,03","08,00",4.1,3.5,90.0,2.6,
Canterbury,"2018,Oct,03","08,00",7.5,4.9,64.0,1.2,
Canterbury,"2018,Oct,03","08,00",1.4,-1.9,45.0,-10.2,
Canterbury,"2018,Oct,03","08,00",6.4,4.9,78.0,2.9,
Canterbury,"2018,Oct,04","08,00",8.1,7.5,92.0,6.9,
Canterbury,"2018,Oct,04","08,00",10.1,5.6,44.0,-1.6,
Canterbury,"2018,Oct,04","08,00",7.8,3.7,44.3,-3.6,
Canterbury,"2018,Oct,04","08,00",8.5,5.2,56.0,0.3,
Canterbury,"2018,Oct,04","08,00",-1.6,-3.2,67.0,-7.3,
Canterbury,"2018,Oct,04","08,00",-0.1,-1.6,73.0,-4.6,
Canterbury,"2018,Oct,04","08,00",14.4,9.0,44.0,2.3,
Canterbury,"2018,Oct,04","08,00",10.0,8.5,80.6,6.8,
Canterbury,"2018,Oct,04","08,00",11.8,7.7,52.3,2.3,
Canterbury,"2018,Oct,04","08,00",10.6,7.9,66.5,4.6,
Canterbury,"2018,Oct,04","08,00",10.5,6.4,50.0,0.5,
Canterbury,"2018,Oct,04","08,00",14.7,9.0,41.0,1.6,
Canterbury,"2018,Oct,04","08,00",0.1,-1.4,73.0,-4.4,
Canterbury,"2018,Oct,04","08,00",13.7,8.3,42.0,1.0,
Canterbury,"2018,Oct,05","08,00",9.0,8.8,97.0,8.6,
Canterbury,"2018,Oct,05","08,00",6.0,4.4,76.0,2.1,
Canterbury,"2018,Oct,05","08,00",4.6,3.7,85.4,2.4,
Canterbury,"2018,Oct,05","08,00",5.0,4.6,94.0,4.1,
Canterbury,"2018,Oct,05","08,00",-0.3,-0.9,89.0,-2.0,
Canterbury,"2018,Oct,05","08,00",0.6,0.3,95.0,-0.2,
Canterbury,"2018,Oct,05","08,00",8.1,6.8,82.0,5.2,
Canterbury,"2018,Oct,05","08,00",10.4,10.0,94.8,9.6,
Canterbury,"2018,Oct,05","08,00",8.4,7.9,93.0,7.3,
Canterbury,"2018,Oct,05","08,00",6.6,6.4,97.0,6.2,
Canterbury,"2018,Oct,05","08,00",4.2,4.2,100.0,4.2,
Canterbury,"2018,Oct,05","08,00",7.4,6.9,93.0,6.4,
Canterbury,"2018,Oct,05","08,00",0.2,0.1,98.0,-0.1,
Canterbury,"2018,Oct,05","08,00",7.0,6.1,86.0,4.8,
Canterbury,"2018,Oct,06","08,00",8.5,8.4,99.0,8.4,
Canterbury,"2018,Oct,06","08,00",6.1,5.1,85.0,3.8,
Canterbury,"2018,Oct,06","08,00",3.0,2.5,91.2,1.7,
Canterbury,"2018,Oct,06","08,00",5.3,4.7,91.0,4.0,
Canterbury,"2018,Oct,06","08,00",0.2,-1.3,72.0,-4.5,
Canterbury,"2018,Oct,06","08,00",0.7,-1.5,61.0,-6.4,
Canterbury,"2018,Oct,06","08,00",9.5,8.3,84.0,6.9,
Canterbury,"2018,Oct,06","08,00",12.1,12.0,98.8,11.9,
Canterbury,"2018,Oct,06","08,00",6.1,5.6,92.4,5.0,
Canterbury,"2018,Oct,06","08,00",7.6,7.5,98.6,7.4,
Canterbury,"2018,Oct,06","08,00",3.2,2.9,94.0,2.3,
Canterbury,"2018,Oct,06","08,00",9.5,9.1,95.0,8.7,
Canterbury,"2018,Oct,06","08,00",1.4,0.6,86.0,-0.8,
Canterbury,"2018,Oct,06","08,00",7.4,7.1,96.0,6.8,
Canterbury,"2018,Oct,07","08,00",9.4,8.4,86.0,7.2,
Canterbury,"2018,Oct,07","08,00",7.7,3.9,48.0,-2.6,
Canterbury,"2018,Oct,07","08,00",4.2,1.2,51.7,-4.8,
Canterbury,"2018,Oct,07","08,00",6.6,3.1,50.0,-3.1,
Canterbury,"2018,Oct,07","08,00",0.6,-4.4,16.0,-26.7,
Canterbury,"2018,Oct,07","08,00",1.4,-3.5,20.0,-22.4,
Canterbury,"2018,Oct,07","08,00",10.4,9.0,82.0,7.5,
Canterbury,"2018,Oct,07","08,00",10.2,9.6,92.2,9.0,
Canterbury,"2018,Oct,07","08,00",10.4,9.3,85.9,8.1,
Canterbury,"2018,Oct,07","08,00",8.4,7.9,93.0,7.3,
Canterbury,"2018,Oct,07","08,00",5.3,5.3,100.0,5.3,
Canterbury,"2018,Oct,07","08,00",10.6,9.0,80.0,7.3,
Canterbury,"2018,Oct,07","08,00",2.3,-2.8,22.0,-20.1,
Canterbury,"2018,Oct,07","08,00",8.8,8.0,89.0,7.1,
Canterbury,"2018,Oct,08","08,00",8.5,8.2,96.0,7.9,
Canterbury,"2018,Oct,08","08,00",4.5,3.7,87.0,2.5,
Canterbury,"2018,Oct,08","08,00",2.6,2.3,94.6,1.8,
Canterbury,"2018,Oct,08","08,00",5.0,4.1,86.0,2.9,
Canterbury,"2018,Oct,08","08,00",-1.1,-3.7,50.0,-11.0,
Canterbury,"2018,Oct,08","08,00",-1.2,-3.4,57.0,-9.2,
Canterbury,"2018,Oct,08","08,00",8.9,8.2,90.0,7.4,
Canterbury,"2018,Oct,08","08,00",11.0,7.0,52.0,1.5,
Canterbury,"2018,Oct,08","08,00",9.2,8.0,84.0,6.6,
Canterbury,"2018,Oct,08","08,00",8.3,7.9,94.4,7.5,
Canterbury,"2018,Oct,08","08,00",4.7,4.6,98.0,4.4,
Canterbury,"2018,Oct,08","08,00",9.7,7.8,75.0,5.5,
Canterbury,"2018,Oct,08","08,00",-1.0,-2.0,80.0,-4.2,
Canterbury,"2018,Oct,08","08,00",7.4,6.6,88.0,5.5,
Canterbury,"2018,Oct,09","08,00",7.2,6.9,96.0,6.6,
Canterbury,"2018,Oct,09","08,00",7.0,4.0,57.0,-0.9,
Canterbury,"2018,Oct,09","08,00",4.5,2.5,67.9,-0.9,
Canterbury,"2018,Oct,09","08,00",7.2,3.7,51.0,-2.2,
Canterbury,"2018,Oct,09","08,00",1.4,-2.1,42.0,-11.2,
Canterbury,"2018,Oct,09","08,00",1.2,-2.0,46.0,-10.1,
Canterbury,"2018,Oct,09","08,00",10.4,9.1,83.0,7.6,
Canterbury,"2018,Oct,09","08,00",8.7,8.1,91.7,7.4,
Canterbury,"2018,Oct,09","08,00",9.2,8.0,84.0,6.6,
Canterbury,"2018,Oct,09","08,00",10.0,8.5,80.6,6.8,
Canterbury,"2018,Oct,09","08,00",7.1,5.8,81.0,4.1,
Canterbury,"2018,Oct,09","08,00",10.5,8.8,78.0,6.8,
Canterbury,"2018,Oct,09","08,00",2.2,-1.5,42.0,-10.5,
Canterbury,"2018,Oct,09","08,00",9.6,7.5,73.0,5.0,
Canterbury,"2018,Oct,10","08,00",8.0,7.8,97.0,7.6,
Canterbury,"2018,Oct,10","08,00",12.6,7.3,41.0,-0.3,
Canterbury,"2018,Oct,10","08,00",10.9,5.8,39.5,-2.3,
Canterbury,"2018,Oct,10","08,00",8.3,4.9,54.0,-0.4,
Canterbury,"2018,Oct,10","08,00",-2.1,-2.6,87.0,-4.0,
Canterbury,"2018,Oct,10","08,00",-0.9,-2.0,78.0,-4.5,
Canterbury,"2018,Oct,10","08,00",14.6,9.5,47.0,3.4,
Canterbury,"2018,Oct,10","08,00",9.0,8.8,97.3,8.6,
Canterbury,"2018,Oct,10","08,00",10.2,8.5,78.3,6.6,
Canterbury,"2018,Oct,10","08,00",14.2,14.2,100.0,14.2,
Canterbury,"2018,Oct,10","08,00",12.7,8.3,50.0,2.6,
Canterbury,"2018,Oct,10","08,00",11.0,8.1,65.0,4.7,
Canterbury,"2018,Oct,10","08,00",-0.6,-1.3,87.0,-2.6,
Canterbury,"2018,Oct,10","08,00",14.1,8.9,45.0,2.4,
Canterbury,"2018,Oct,11","08,00",11.5,11.2,96.0,10.9,
Canterbury,"2018,Oct,11","08,00",2.5,2.2,95.0,1.8,
Canterbury,"2018,Oct,11","08,00",1.7,1.7,100.0,1.7,
Canterbury,"2018,Oct,11","08,00",1.7,1.7,99.0,1.6,
Canterbury,"2018,Oct,11","08,00",0.6,0.6,100.0,0.6,
Canterbury,"2018,Oct,11","08,00",2.3,1.8,92.0,1.1,
Canterbury,"2018,Oct,11","08,00",6.3,5.5,88.0,4.5,
Canterbury,"2018,Oct,11","08,00",11.8,11.6,97.5,11.4,
Canterbury,"2018,Oct,11","08,00",6.6,6.1,92.5,5.5,
Canterbury,"2018,Oct,11","08,00",5.8,5.5,95.3,5.1,
Canterbury,"2018,Oct,11","08,00",2.1,2.1,100.0,2.1,
Canterbury,"2018,Oct,11","08,00",7.4,5.9,79.0,4.0,
Canterbury,"2018,Oct,11","08,00",2.7,2.1,90.0,1.2,
Canterbury,"2018,Oct,11","08,00",5.3,4.6,89.0,3.7,
Canterbury,"2018,Oct,12","08,00",8.4,7.9,93.0,7.3,
Canterbury,"2018,Oct,12","08,00",0.2,0.1,98.0,-0.1,
Canterbury,"2018,Oct,12","08,00",0.0,0.0,100.0,0.0,
Canterbury,"2018,Oct,12","08,00",-0.1,-0.1,100.0,-0.1,
Canterbury,"2018,Oct,12","08,00",-6.3,-6.3,94.0,-7.0,
Canterbury,"2018,Oct,12","08,00",-5.6,-5.6,95.0,-6.3,
Canterbury,"2018,Oct,12","08,00",6.1,4.7,79.0,2.8,
Canterbury,"2018,Oct,12","08,00",9.9,9.5,94.7,9.1,
Canterbury,"2018,Oct,12","08,00",4.4,4.4,100.0,4.4,
Canterbury,"2018,Oct,12","08,00",3.2,3.0,96.5,2.7,
Canterbury,"2018,Oct,12","08,00",2.5,1.3,78.0,-0.9,
Canterbury,"2018,Oct,12","08,00",4.8,4.1,89.0,3.1,
Canterbury,"2018,Oct,12","08,00",-3.8,-3.8,96.0,-4.3,
Canterbury,"2018,Oct,12","08,00",4.7,3.3,78.0,1.2,
Canterbury,"2018,Oct,13","08,00",5.7,4.3,79.0,2.4,
Canterbury,"2018,Oct,13","08,00",-0.6,-2.0,72.0,-5.0,
Canterbury,"2018,Oct,13","08,00",2.8,-3.0,7.8,-28.2,
Canterbury,"2018,Oct,13","08,00",-2.3,-3.4,74.0,-6.2,
Canterbury,"2018,Oct,13","08,00",-8.9,-9.0,88.0,-10.4,
Canterbury,"2018,Oct,13","08,00",-8.2,-9.5,57.0,-15.7,
Canterbury,"2018,Oct,13","08,00",6.4,3.5,58.0,-1.2,
Canterbury,"2018,Oct,13","08,00",6.5,4.9,76.3,2.6,
Canterbury,"2018,Oct,13","08,00",5.8,5.0,87.7,3.9,
Canterbury,"2018,Oct,13","08,00",4.4,4.2,96.7,3.9,
Canterbury,"2018,Oct,13","08,00",2.3,0.5,67.0,-3.2,
Canterbury,"2018,Oct,13","08,00",6.0,2.6,49.0,-3.9,
Canterbury,"2018,Oct,13","08,00",-5.3,-6.0,78.0,-8.6,
Canterbury,"2018,Oct,13","08,00",5.3,2.6,59.0,-2.0,
Canterbury,"2018,Oct,14","08,00",8.0,7.1,87.0,6.0,
Canterbury,"2018,Oct,14","08,00",4.4,2.7,72.0,-0.2,
Canterbury,"2018,Oct,14","08,00",2.8,1.0,68.7,-2.4,
Canterbury,"2018,Oct,14","08,00",2.9,1.9,82.0,0.2,
Canterbury,"2018,Oct,14","08,00",-5.4,-5.5,93.0,-6.3,
Canterbury,"2018,Oct,14","08,00",-2.7,-3.1,88.0,-4.4,
Canterbury,"2018,Oct,14","08,00",8.1,5.1,59.0,0.6,
Canterbury,"2018,Oct,14","08,00",10.7,8.2,69.0,5.3,
Canterbury,"2018,Oct,14","08,00",9.4,8.0,81.5,6.4,
Canterbury,"2018,Oct,14","08,00",6.4,6.4,100.0,6.4,
Canterbury,"2018,Oct,14","08,00",4.6,2.5,67.0,-1.0,
Canterbury,"2018,Oct,14","08,00",9.6,5.7,50.0,-0.3,
Canterbury,"2018,Oct,14","08,00",-3.1,-3.1,97.0,-3.5,
Canterbury,"2018,Oct,14","08,00",7.0,4.4,62.0,0.2,
Canterbury,"2018,Oct,15","08,00",9.5,8.6,88.0,7.6,
Canterbury,"2018,Oct,15","08,00",7.1,4.7,66.0,1.2,
Canterbury,"2018,Oct,15","08,00",3.6,0.2,44.1,-7.5,
Canterbury,"2018,Oct,15","08,00",6.4,3.8,62.0,-0.3,
Canterbury,"2018,Oct,15","08,00",3.0,-1.5,33.0,-13.3,
Canterbury,"2018,Oct,15","08,00",3.0,-1.7,30.0,-14.7,
Canterbury,"2018,Oct,15","08,00",8.2,6.5,77.0,4.4,
Canterbury,"2018,Oct,15","08,00",12.7,10.8,77.9,8.9,
Canterbury,"2018,Oct,15","08,00",7.1,-,-,-,
Canterbury,"2018,Oct,15","08,00",6.5,5.7,88.0,4.7,
Canterbury,"2018,Oct,15","08,00",4.7,4.0,88.0,2.9,
Canterbury,"2018,Oct,15","08,00",6.3,5.9,94.0,5.4,
Canterbury,"2018,Oct,15","08,00",3.7,0.3,47.0,-7.5,
Canterbury,"2018,Oct,15","08,00",5.9,5.8,98.0,5.6,
Canterbury,"2018,Oct,16","08,00",10.0,9.6,95.0,9.2,
Canterbury,"2018,Oct,16","08,00",7.6,6.1,78.0,4.0,
Canterbury,"2018,Oct,16","08,00",4.8,3.9,85.5,2.6,
Canterbury,"2018,Oct,16","08,00",7.2,5.8,80.0,4.0,
Canterbury,"2018,Oct,16","08,00",7.2,0.9,20.0,-17.6,
Canterbury,"2018,Oct,16","08,00",2.9,-2.3,22.0,-19.6,
Canterbury,"2018,Oct,16","08,00",10.3,8.4,76.0,6.3,
Canterbury,"2018,Oct,16","08,00",12.2,11.1,86.8,10.1,
Canterbury,"2018,Oct,16","08,00",10.4,8.6,77.2,6.6,
Canterbury,"2018,Oct,16","08,00",8.8,8.1,90.4,7.3,
Canterbury,"2018,Oct,16","08,00",6.1,5.4,89.0,4.4,
Canterbury,"2018,Oct,16","08,00",9.9,8.3,79.0,6.4,
Canterbury,"2018,Oct,16","08,00",5.1,1.1,42.0,-7.9,
Canterbury,"2018,Oct,16","08,00",9.0,7.6,81.0,5.9,
Canterbury,"2018,Oct,17","08,00",7.9,7.3,91.0,6.5,
Canterbury,"2018,Oct,17","08,00",8.4,6.1,68.0,2.9,
Canterbury,"2018,Oct,17","08,00",8.2,4.6,51.6,-1.2,
Canterbury,"2018,Oct,17","08,00",9.6,5.7,50.0,-0.3,
Canterbury,"2018,Oct,17","08,00",2.2,0.6,73.0,-2.4,
Canterbury,"2018,Oct,17","08,00",4.8,2.5,66.0,-1.4,
Canterbury,"2018,Oct,17","08,00",14.1,10.4,60.0,6.5,
Canterbury,"2018,Oct,17","08,00",9.0,8.4,91.8,7.7,
Canterbury,"2018,Oct,17","08,00",11.0,10.1,88.7,9.2,
Canterbury,"2018,Oct,17","08,00",10.9,10.4,93.7,9.9,
Canterbury,"2018,Oct,17","08,00",11.2,7.6,57.0,3.0,
Canterbury,"2018,Oct,17","08,00",12.6,10.1,71.0,7.5,
Canterbury,"2018,Oct,17","08,00",5.6,2.4,54.0,-3.6,
Canterbury,"2018,Oct,17","08,00",14.1,10.3,59.0,6.2,
Canterbury,"2018,Oct,18","08,00",11.1,10.7,95.0,10.3,
Canterbury,"2018,Oct,18","08,00",10.8,8.6,73.0,6.2,
Canterbury,"2018,Oct,18","08,00",9.3,7.9,81.4,6.3,
Canterbury,"2018,Oct,18","08,00",11.2,8.4,66.0,5.1,
Canterbury,"2018,Oct,18","08,00",1.2,1.1,98.0,0.9,
Canterbury,"2018,Oct,18","08,00",3.7,2.0,73.0,-1.0,
Canterbury,"2018,Oct,18","08,00",11.8,10.7,86.0,9.5,
Canterbury,"2018,Oct,18","08,00",12.5,12.2,96.4,11.9,
Canterbury,"2018,Oct,18","08,00",11.1,10.3,90.0,9.5,
Canterbury,"2018,Oct,18","08,00",9.1,9.0,98.6,8.9,
Canterbury,"2018,Oct,18","08,00",10.2,7.2,62.0,3.3,
Canterbury,"2018,Oct,18","08,00",11.7,10.5,85.0,9.3,
Canterbury,"2018,Oct,18","08,00",2.9,2.4,92.0,1.7,
