Region,Date(NZST),Time(NZST),Tair(C),Twet(C),RH(%),Tdew(C),
Canterbury,"2019,Apr,09","09,00",8.8,8.8,100.0,8.8,
Canterbury,"2019,Apr,09","09,00",9.5,8.1,81.0,6.4,
Canterbury,"2019,Apr,09","09,00",10.8,9.9,88.0,8.9,
Canterbury,"2019,Apr,10","09,00",19.5,14.7,57.0,10.8,
Canterbury,"2019,Apr,10","09,00",11.3,11.0,96.2,10.7,
Canterbury,"2019,Apr,10","09,00",14.4,13.0,84.0,11.7,
Canterbury,"2019,Apr,10","09,00",17.4,15.6,81.9,14.3,
Canterbury,"2019,Apr,10","09,00",19.1,15.1,63.0,11.9,
Canterbury,"2019,Apr,10","09,00",19.4,15.0,60.0,11.4,
Canterbury,"2019,Apr,10","09,00",14.2,13.9,97.0,13.7,
Canterbury,"2019,Apr,10","09,00",18.2,15.1,70.0,12.7,
Canterbury,"2019,Apr,10","09,00",19.1,15.8,69.0,13.3,
Canterbury,"2019,Apr,10","09,00",21.2,15.5,52.0,11.0,
Canterbury,"2019,Apr,10","09,00",20.9,15.4,53.0,11.0,
Canterbury,"2019,Apr,11","09,00",12.4,11.8,93.0,11.3,
Canterbury,"2019,Apr,11","09,00",11.5,11.0,93.8,10.5,
Canterbury,"2019,Apr,11","09,00",13.4,12.9,94.0,12.5,
Canterbury,"2019,Apr,11","09,00",12.9,12.9,100.0,12.9,
Canterbury,"2019,Apr,11","09,00",12.9,12.7,98.0,12.6,
Canterbury,"2019,Apr,11","09,00",12.3,12.1,97.0,11.9,
Canterbury,"2019,Apr,11","09,00",11.5,11.2,96.0,10.9,
Canterbury,"2019,Apr,11","09,00",12.3,12.3,100.0,12.3,
Canterbury,"2019,Apr,11","09,00",12.2,12.0,97.0,11.8,
Canterbury,"2019,Apr,11","09,00",12.2,11.2,88.0,10.3,
Canterbury,"2019,Apr,11","09,00",10.3,10.3,100.0,10.3,
Canterbury,"2019,Apr,12","09,00",9.7,8.3,81.0,6.6,
Canterbury,"2019,Apr,12","09,00",9.5,8.5,86.7,7.4,
Canterbury,"2019,Apr,12","09,00",11.9,10.6,84.0,9.3,
Canterbury,"2019,Apr,12","09,00",11.0,10.2,89.9,9.4,
Canterbury,"2019,Apr,12","09,00",11.2,9.8,83.0,8.4,
Canterbury,"2019,Apr,12","09,00",10.3,9.1,85.0,7.9,
Canterbury,"2019,Apr,12","09,00",8.1,7.9,97.0,7.7,
Canterbury,"2019,Apr,12","09,00",11.6,10.0,81.0,8.5,
Canterbury,"2019,Apr,12","09,00",11.8,10.8,88.0,9.9,
Canterbury,"2019,Apr,12","09,00",9.8,9.0,90.0,8.2,
Canterbury,"2019,Apr,12","09,00",9.2,8.8,95.0,8.5,
Canterbury,"2019,Apr,13","09,00",10.0,6.4,55.0,1.4,
Canterbury,"2019,Apr,13","09,00",3.5,3.5,100.0,3.5,
Canterbury,"2019,Apr,13","09,00",10.5,8.4,74.0,6.1,
Canterbury,"2019,Apr,13","09,00",9.6,7.9,77.8,5.9,
Canterbury,"2019,Apr,13","09,00",9.4,7.5,75.0,5.2,
Canterbury,"2019,Apr,13","09,00",9.0,7.4,79.0,5.6,
Canterbury,"2019,Apr,13","09,00",6.5,6.3,97.0,6.1,
Canterbury,"2019,Apr,13","09,00",9.1,7.8,83.0,6.4,
Canterbury,"2019,Apr,13","09,00",9.5,8.1,81.0,6.4,
Canterbury,"2019,Apr,13","09,00",8.8,7.2,78.0,5.2,
Canterbury,"2019,Apr,13","09,00",7.8,7.0,88.0,6.0,
Canterbury,"2019,Apr,14","09,00",10.9,8.8,74.0,6.5,
Canterbury,"2019,Apr,14","09,00",2.5,2.5,100.0,2.5,
Canterbury,"2019,Apr,14","09,00",4.9,4.9,100.0,4.9,
Canterbury,"2019,Apr,14","09,00",7.0,6.9,98.5,6.8,
Canterbury,"2019,Apr,14","09,00",10.4,9.2,84.0,7.8,
Canterbury,"2019,Apr,14","09,00",10.9,8.7,73.0,6.3,
Canterbury,"2019,Apr,14","09,00",3.0,2.9,98.0,2.7,
Canterbury,"2019,Apr,14","09,00",8.6,8.0,92.0,7.4,
Canterbury,"2019,Apr,14","09,00",8.8,8.0,89.0,7.1,
Canterbury,"2019,Apr,14","09,00",7.3,5.6,75.0,3.2,
Canterbury,"2019,Apr,14","09,00",9.5,8.5,87.0,7.4,
Canterbury,"2019,Apr,15","09,00",9.4,8.1,82.0,6.5,
Canterbury,"2019,Apr,15","09,00",6.0,5.0,84.7,3.6,
Canterbury,"2019,Apr,15","09,00",11.1,9.2,77.0,7.2,
Canterbury,"2019,Apr,15","09,00",10.5,10.1,94.8,9.7,
Canterbury,"2019,Apr,15","09,00",10.5,9.8,91.0,9.1,
Canterbury,"2019,Apr,15","09,00",9.0,8.3,90.0,7.5,
Canterbury,"2019,Apr,15","09,00",7.7,7.4,96.0,7.1,
Canterbury,"2019,Apr,15","09,00",10.5,9.6,88.0,8.6,
Canterbury,"2019,Apr,15","09,00",10.4,9.0,82.0,7.5,
Canterbury,"2019,Apr,15","09,00",9.7,8.2,80.0,6.4,
Canterbury,"2019,Apr,15","09,00",9.6,8.5,85.0,7.2,
Canterbury,"2019,Apr,16","09,00",10.6,8.2,70.0,5.4,
Canterbury,"2019,Apr,16","09,00",5.0,4.0,84.1,2.5,
Canterbury,"2019,Apr,16","09,00",11.3,10.6,91.0,9.9,
Canterbury,"2019,Apr,16","09,00",11.1,10.8,96.2,10.5,
Canterbury,"2019,Apr,16","09,00",11.1,10.8,96.0,10.5,
Canterbury,"2019,Apr,16","09,00",10.2,9.4,90.0,8.6,
Canterbury,"2019,Apr,16","09,00",6.0,5.9,98.0,5.7,
Canterbury,"2019,Apr,16","09,00",10.8,10.7,99.0,10.7,
Canterbury,"2019,Apr,16","09,00",10.2,10.2,100.0,10.2,
Canterbury,"2019,Apr,16","09,00",9.8,8.4,82.0,6.9,
Canterbury,"2019,Apr,16","09,00",9.7,9.0,90.0,8.2,
Canterbury,"2019,Apr,17","09,00",9.3,8.3,86.0,7.1,
Canterbury,"2019,Apr,17","09,00",6.0,4.0,69.9,0.9,
Canterbury,"2019,Apr,17","09,00",6.3,6.3,100.0,6.3,
Canterbury,"2019,Apr,17","09,00",7.5,6.9,91.3,6.2,
Canterbury,"2019,Apr,17","09,00",9.4,9.3,99.0,9.3,
Canterbury,"2019,Apr,17","09,00",9.3,8.6,91.0,7.9,
Canterbury,"2019,Apr,17","09,00",0.4,0.3,97.0,0.0,
Canterbury,"2019,Apr,17","09,00",7.8,7.7,99.0,7.7,
Canterbury,"2019,Apr,17","09,00",6.9,6.9,100.0,6.9,
Canterbury,"2019,Apr,17","09,00",7.0,6.1,87.0,5.0,
Canterbury,"2019,Apr,17","09,00",7.2,7.0,97.0,6.8,
Canterbury,"2019,Apr,18","09,00",9.2,7.5,77.0,5.4,
Canterbury,"2019,Apr,18","09,00",6.0,5.5,92.3,4.9,
Canterbury,"2019,Apr,18","09,00",9.0,9.0,100.0,9.0,
Canterbury,"2019,Apr,18","09,00",9.1,8.8,95.9,8.5,
Canterbury,"2019,Apr,18","09,00",9.5,9.1,94.0,8.6,
Canterbury,"2019,Apr,18","09,00",9.8,8.9,88.0,7.9,
Canterbury,"2019,Apr,18","09,00",0.3,0.2,98.0,0.0,
Canterbury,"2019,Apr,18","09,00",8.3,8.2,99.0,8.2,
Canterbury,"2019,Apr,18","09,00",7.9,7.9,100.0,7.9,
Canterbury,"2019,Apr,18","09,00",4.7,4.6,99.0,4.6,
Canterbury,"2019,Apr,18","09,00",7.1,7.1,100.0,7.1,
Canterbury,"2019,Apr,19","09,00",12.8,10.6,75.0,8.5,
Canterbury,"2019,Apr,19","09,00",3.0,2.0,82.6,0.3,
Canterbury,"2019,Apr,19","09,00",8.2,8.2,100.0,8.2,
Canterbury,"2019,Apr,19","09,00",11.1,10.1,87.5,9.1,
Canterbury,"2019,Apr,19","09,00",11.1,9.7,82.0,8.1,
Canterbury,"2019,Apr,19","09,00",11.8,10.3,82.0,8.8,
Canterbury,"2019,Apr,19","09,00",3.5,3.4,98.0,3.2,
Canterbury,"2019,Apr,19","09,00",10.9,10.0,88.0,9.0,
Canterbury,"2019,Apr,19","09,00",9.2,8.3,88.0,7.3,
Canterbury,"2019,Apr,19","09,00",6.7,6.2,93.0,5.7,
Canterbury,"2019,Apr,19","09,00",8.6,7.8,89.0,6.9,
Canterbury,"2019,Apr,20","09,00",10.0,7.7,71.0,5.0,
Canterbury,"2019,Apr,20","09,00",10.0,9.0,87.0,7.9,
Canterbury,"2019,Apr,20","09,00",17.5,12.7,54.0,8.1,
Canterbury,"2019,Apr,20","09,00",10.7,10.5,97.4,10.3,
Canterbury,"2019,Apr,20","09,00",9.6,9.6,100.0,9.6,
Canterbury,"2019,Apr,20","09,00",11.0,8.4,68.0,5.3,
Canterbury,"2019,Apr,20","09,00",8.8,8.7,98.0,8.5,
Canterbury,"2019,Apr,20","09,00",10.1,9.1,87.0,8.0,
Canterbury,"2019,Apr,20","09,00",6.3,6.3,100.0,6.3,
Canterbury,"2019,Apr,20","09,00",17.9,12.0,45.0,5.8,
Canterbury,"2019,Apr,20","09,00",13.4,10.7,70.0,8.1,
Canterbury,"2019,Apr,21","09,00",11.9,10.4,82.0,8.9,
Canterbury,"2019,Apr,21","09,00",8.0,8.0,100.0,8.0,
Canterbury,"2019,Apr,21","09,00",10.9,10.9,100.0,10.9,
Canterbury,"2019,Apr,21","09,00",11.9,11.7,97.5,11.5,
Canterbury,"2019,Apr,21","09,00",12.0,11.7,96.0,11.4,
Canterbury,"2019,Apr,21","09,00",12.3,11.1,86.0,10.0,
Canterbury,"2019,Apr,21","09,00",8.3,8.0,96.0,7.7,
Canterbury,"2019,Apr,21","09,00",12.2,11.6,93.0,11.1,
Canterbury,"2019,Apr,21","09,00",11.0,10.8,97.0,10.6,
Canterbury,"2019,Apr,21","09,00",10.8,10.0,90.0,9.2,
Canterbury,"2019,Apr,21","09,00",9.4,9.3,99.0,9.3,
Canterbury,"2019,Apr,22","09,00",11.5,10.7,90.0,9.9,
Canterbury,"2019,Apr,22","09,00",7.2,7.0,97.1,6.8,
Canterbury,"2019,Apr,22","09,00",11.3,11.3,100.0,11.3,
Canterbury,"2019,Apr,22","09,00",11.5,11.4,98.8,11.3,
Canterbury,"2019,Apr,22","09,00",11.5,11.4,99.0,11.3,
Canterbury,"2019,Apr,22","09,00",12.0,11.4,92.0,10.8,
Canterbury,"2019,Apr,22","09,00",9.1,8.9,97.0,8.7,
Canterbury,"2019,Apr,22","09,00",11.1,10.9,97.0,10.7,
Canterbury,"2019,Apr,22","09,00",11.0,10.8,97.0,10.6,
Canterbury,"2019,Apr,22","09,00",11.0,9.9,86.0,8.8,
Canterbury,"2019,Apr,22","09,00",10.2,9.9,96.0,9.6,
Canterbury,"2019,Apr,23","09,00",12.0,10.4,81.0,8.9,
Canterbury,"2019,Apr,23","09,00",9.5,9.1,94.6,8.7,
Canterbury,"2019,Apr,23","09,00",13.0,13.0,100.0,13.0,
Canterbury,"2019,Apr,23","09,00",13.2,12.3,89.5,11.5,
Canterbury,"2019,Apr,23","09,00",13.2,11.8,84.0,10.6,
Canterbury,"2019,Apr,23","09,00",12.3,11.3,88.0,10.4,
Canterbury,"2019,Apr,23","09,00",9.6,9.4,97.0,9.2,
Canterbury,"2019,Apr,23","09,00",13.0,12.1,89.0,11.3,
Canterbury,"2019,Apr,23","09,00",11.8,11.8,100.0,11.8,
Canterbury,"2019,Apr,23","09,00",12.0,11.1,89.0,10.3,
Canterbury,"2019,Apr,23","09,00",9.6,9.6,100.0,9.6,
Canterbury,"2019,Apr,24","09,00",10.6,10.0,92.0,9.4,
Canterbury,"2019,Apr,24","09,00",11.0,6.0,40.8,-1.8,
Canterbury,"2019,Apr,24","09,00",9.6,9.6,100.0,9.6,
Canterbury,"2019,Apr,24","09,00",11.6,11.2,95.0,10.8,
Canterbury,"2019,Apr,24","09,00",11.6,11.3,96.0,11.0,
Canterbury,"2019,Apr,24","09,00",11.7,10.9,90.0,10.1,
Canterbury,"2019,Apr,24","09,00",6.3,6.2,98.0,6.0,
Canterbury,"2019,Apr,24","09,00",10.5,10.5,100.0,10.5,
Canterbury,"2019,Apr,24","09,00",10.4,10.4,100.0,10.4,
Canterbury,"2019,Apr,24","09,00",8.2,7.6,92.0,7.0,
Canterbury,"2019,Apr,24","09,00",7.8,7.6,97.0,7.4,
Canterbury,"2019,Apr,25","09,00",11.8,11.3,94.0,10.9,
Canterbury,"2019,Apr,25","09,00",8.7,8.7,100.0,8.7,
Canterbury,"2019,Apr,25","09,00",12.1,12.1,100.0,12.1,
Canterbury,"2019,Apr,25","09,00",12.2,12.0,98.0,11.9,
Canterbury,"2019,Apr,25","09,00",12.5,11.8,91.0,11.1,
Canterbury,"2019,Apr,25","09,00",7.9,7.7,97.0,7.5,
Canterbury,"2019,Apr,25","09,00",12.6,12.4,97.0,12.1,
Canterbury,"2019,Apr,25","09,00",12.0,12.0,100.0,12.0,
Canterbury,"2019,Apr,25","09,00",9.7,9.4,96.0,9.1,
Canterbury,"2019,Apr,25","09,00",10.1,10.1,100.0,10.1,
Canterbury,"2019,Apr,26","09,00",13.7,10.5,65.0,7.3,
Canterbury,"2019,Apr,26","09,00",11.4,10.1,84.0,8.8,
Canterbury,"2019,Apr,26","09,00",15.9,12.1,61.0,8.4,
Canterbury,"2019,Apr,26","09,00",13.4,12.4,88.5,11.5,
Canterbury,"2019,Apr,26","09,00",13.0,11.6,84.0,10.4,
Canterbury,"2019,Apr,26","09,00",14.8,11.9,69.0,9.2,
Canterbury,"2019,Apr,26","09,00",10.5,10.3,97.0,10.0,
Canterbury,"2019,Apr,26","09,00",11.4,10.8,93.0,10.3,
Canterbury,"2019,Apr,26","09,00",12.1,12.1,100.0,12.1,
Canterbury,"2019,Apr,26","09,00",14.9,12.0,69.0,9.3,
Canterbury,"2019,Apr,26","09,00",8.4,8.4,100.0,8.4,
Canterbury,"2019,Apr,27","09,00",21.0,14.3,44.0,8.3,
Canterbury,"2019,Apr,27","09,00",16.7,13.9,72.0,11.6,
Canterbury,"2019,Apr,27","09,00",21.3,15.2,48.9,10.1,
Canterbury,"2019,Apr,27","09,00",20.9,14.1,43.0,7.9,
Canterbury,"2019,Apr,27","09,00",20.4,14.1,46.0,8.4,
Canterbury,"2019,Apr,27","09,00",18.0,13.2,55.0,8.8,
Canterbury,"2019,Apr,27","09,00",20.9,14.8,48.0,9.5,
Canterbury,"2019,Apr,27","09,00",20.9,14.6,47.0,9.2,
Canterbury,"2019,Apr,27","09,00",20.1,13.9,46.0,8.1,
Canterbury,"2019,Apr,27","09,00",18.5,13.4,53.0,8.8,
Canterbury,"2019,Apr,28","09,00",10.3,8.8,81.0,7.2,
Canterbury,"2019,Apr,28","09,00",7.5,7.0,92.8,6.4,
Canterbury,"2019,Apr,28","09,00",12.6,9.7,66.0,6.4,
Canterbury,"2019,Apr,28","09,00",11.0,9.5,81.3,7.9,
Canterbury,"2019,Apr,28","09,00",13.0,9.5,61.0,5.7,
Canterbury,"2019,Apr,28","09,00",13.4,10.6,69.0,7.8,
Canterbury,"2019,Apr,28","09,00",8.0,7.3,90.0,6.5,
Canterbury,"2019,Apr,28","09,00",11.6,9.2,71.0,6.5,
Canterbury,"2019,Apr,28","09,00",13.0,9.9,65.0,6.6,
Canterbury,"2019,Apr,28","09,00",13.5,9.2,53.0,4.1,
Canterbury,"2019,Apr,28","09,00",10.8,8.5,71.0,5.8,
Canterbury,"2019,Apr,29","09,00",12.7,9.9,68.0,7.0,
Canterbury,"2019,Apr,29","09,00",7.5,7.5,100.0,7.5,
Canterbury,"2019,Apr,29","09,00",11.6,11.6,100.0,11.6,
Canterbury,"2019,Apr,29","09,00",12.6,11.1,82.4,9.7,
Canterbury,"2019,Apr,29","09,00",13.0,11.2,79.0,9.5,
Canterbury,"2019,Apr,29","09,00",11.6,9.8,78.0,7.9,
Canterbury,"2019,Apr,29","09,00",8.7,8.4,96.0,8.1,
Canterbury,"2019,Apr,29","09,00",11.4,10.6,90.0,9.8,
Canterbury,"2019,Apr,29","09,00",10.3,9.8,94.0,9.4,
Canterbury,"2019,Apr,29","09,00",11.8,10.0,78.0,8.1,
Canterbury,"2019,Apr,29","09,00",9.9,9.8,99.0,9.8,
Canterbury,"2019,Apr,30","09,00",8.4,6.7,76.0,4.4,
Canterbury,"2019,Apr,30","09,00",-0.3,-0.7,91.7,-1.5,
Canterbury,"2019,Apr,30","09,00",8.3,5.8,66.0,2.4,
Canterbury,"2019,Apr,30","09,00",5.2,5.0,96.8,4.7,
Canterbury,"2019,Apr,30","09,00",7.2,5.2,71.0,2.3,
Canterbury,"2019,Apr,30","09,00",8.1,5.0,58.0,0.4,
Canterbury,"2019,Apr,30","09,00",1.5,1.4,97.0,1.1,
Canterbury,"2019,Apr,30","09,00",5.5,4.2,80.0,2.4,
Canterbury,"2019,Apr,30","09,00",7.8,5.5,68.0,2.3,
Canterbury,"2019,Apr,30","09,00",5.9,3.8,68.0,0.5,
Canterbury,"2019,Apr,30","09,00",4.8,3.9,85.0,2.5,
Canterbury,"2019,May,01","09,00",6.7,5.4,80.0,3.5,
Canterbury,"2019,May,01","09,00",-1.5,-1.7,94.3,-2.3,
Canterbury,"2019,May,01","09,00",4.8,4.8,100.0,4.8,
Canterbury,"2019,May,01","09,00",5.5,5.2,95.3,4.8,
Canterbury,"2019,May,01","09,00",6.5,6.3,97.0,6.1,
Canterbury,"2019,May,01","09,00",10.3,7.4,64.0,3.8,
Canterbury,"2019,May,01","09,00",1.0,0.9,98.0,0.7,
Canterbury,"2019,May,01","09,00",6.6,5.5,83.0,3.9,
Canterbury,"2019,May,01","09,00",4.4,4.4,100.0,4.4,
Canterbury,"2019,May,01","09,00",6.7,4.6,69.0,1.4,
Canterbury,"2019,May,01","09,00",7.0,5.9,84.0,4.5,
Canterbury,"2019,May,02","09,00",9.6,7.8,77.0,5.8,
Canterbury,"2019,May,02","09,00",1.5,1.5,100.0,1.5,
Canterbury,"2019,May,02","09,00",3.5,3.5,100.0,3.5,
Canterbury,"2019,May,02","09,00",8.8,8.4,94.5,8.0,
Canterbury,"2019,May,02","09,00",9.8,8.9,88.0,7.9,
Canterbury,"2019,May,02","09,00",11.5,9.4,74.0,7.0,
Canterbury,"2019,May,02","09,00",2.3,2.1,97.0,1.9,
Canterbury,"2019,May,02","09,00",8.4,7.8,92.0,7.2,
Canterbury,"2019,May,02","09,00",7.6,6.9,90.0,6.1,
Canterbury,"2019,May,02","09,00",6.7,5.3,79.0,3.3,
Canterbury,"2019,May,02","09,00",9.3,8.6,91.0,7.9,
Canterbury,"2019,May,03","09,00",8.4,7.6,89.0,6.7,
Canterbury,"2019,May,03","09,00",3.5,2.5,83.0,0.9,
Canterbury,"2019,May,03","09,00",10.7,10.7,100.0,10.7,
Canterbury,"2019,May,03","09,00",11.4,11.0,95.0,10.6,
Canterbury,"2019,May,03","09,00",13.7,11.6,76.0,9.6,
Canterbury,"2019,May,03","09,00",12.2,11.2,88.0,10.3,
Canterbury,"2019,May,03","09,00",3.9,3.8,98.0,3.6,
Canterbury,"2019,May,03","09,00",12.1,10.9,86.0,9.8,
Canterbury,"2019,May,03","09,00",11.6,11.3,96.0,11.0,
Canterbury,"2019,May,03","09,00",11.5,10.2,84.0,8.9,
Canterbury,"2019,May,03","09,00",9.8,9.4,94.0,8.9,
Canterbury,"2019,May,04","09,00",11.8,10.0,78.0,8.1,
Canterbury,"2019,May,04","09,00",6.0,5.0,84.7,3.6,
Canterbury,"2019,May,04","09,00",5.9,5.9,100.0,5.9,
Canterbury,"2019,May,04","09,00",13.6,13.0,93.1,12.5,
Canterbury,"2019,May,04","09,00",13.7,12.7,88.0,11.8,
Canterbury,"2019,May,04","09,00",13.4,11.8,82.0,10.4,
Canterbury,"2019,May,04","09,00",4.7,4.6,98.0,4.4,
Canterbury,"2019,May,04","09,00",13.3,12.4,89.0,11.5,
Canterbury,"2019,May,04","09,00",5.4,5.4,100.0,5.4,
Canterbury,"2019,May,04","09,00",10.6,8.7,76.0,6.6,
Canterbury,"2019,May,04","09,00",8.5,7.6,87.0,6.5,
Canterbury,"2019,May,05","09,00",14.4,11.8,72.0,9.4,
Canterbury,"2019,May,05","09,00",10.5,9.5,87.2,8.5,
Canterbury,"2019,May,05","09,00",14.7,12.7,78.0,10.9,
Canterbury,"2019,May,05","09,00",10.6,10.2,94.9,9.8,
Canterbury,"2019,May,05","09,00",10.8,10.5,96.0,10.2,
Canterbury,"2019,May,05","09,00",15.4,11.3,58.0,7.2,
Canterbury,"2019,May,05","09,00",10.1,9.9,97.0,9.7,
Canterbury,"2019,May,05","09,00",11.6,10.2,83.0,8.8,
Canterbury,"2019,May,05","09,00",9.0,9.0,100.0,9.0,
Canterbury,"2019,May,05","09,00",14.2,10.8,63.0,7.3,
Canterbury,"2019,May,05","09,00",12.3,11.4,89.0,10.6,
Canterbury,"2019,May,06","09,00",9.9,9.0,88.0,8.0,
Canterbury,"2019,May,06","09,00",4.0,3.9,98.3,3.8,
Canterbury,"2019,May,06","09,00",8.8,8.8,100.0,8.8,
Canterbury,"2019,May,06","09,00",13.2,8.0,43.3,1.0,
Canterbury,"2019,May,06","09,00",12.6,11.4,86.0,10.3,
Canterbury,"2019,May,06","09,00",12.0,11.2,90.0,10.4,
Canterbury,"2019,May,06","09,00",3.1,2.9,97.0,2.7,
Canterbury,"2019,May,06","09,00",10.7,10.6,99.0,10.6,
Canterbury,"2019,May,06","09,00",10.6,10.6,100.0,10.6,
Canterbury,"2019,May,06","09,00",6.2,6.0,97.0,5.8,
Canterbury,"2019,May,06","09,00",10.2,10.2,100.0,10.2,
Canterbury,"2019,May,07","09,00",12.2,11.0,86.0,9.9,
Canterbury,"2019,May,07","09,00",4.0,4.0,100.0,4.0,
Canterbury,"2019,May,07","09,00",12.2,12.2,100.0,12.2,
Canterbury,"2019,May,07","09,00",12.7,12.5,97.6,12.3,
Canterbury,"2019,May,07","09,00",13.0,12.8,97.0,12.5,
Canterbury,"2019,May,07","09,00",12.1,11.8,96.0,11.5,
Canterbury,"2019,May,07","09,00",7.5,7.1,94.0,6.6,
Canterbury,"2019,May,07","09,00",12.6,12.4,98.0,12.3,
Canterbury,"2019,May,07","09,00",12.6,11.8,90.0,11.0,
Canterbury,"2019,May,07","09,00",11.1,10.1,87.0,9.0,
Canterbury,"2019,May,07","09,00",10.0,9.9,99.0,9.9,
Canterbury,"2019,May,08","09,00",12.3,11.1,86.0,10.0,
Canterbury,"2019,May,08","09,00",8.5,7.7,88.9,6.8,
Canterbury,"2019,May,08","09,00",7.7,7.2,92.0,6.5,
Canterbury,"2019,May,08","09,00",13.2,12.5,91.8,11.9,
Canterbury,"2019,May,08","09,00",13.5,12.2,85.0,11.0,
Canterbury,"2019,May,08","09,00",12.1,11.3,90.0,10.5,
Canterbury,"2019,May,08","09,00",3.6,3.5,98.0,3.3,
Canterbury,"2019,May,08","09,00",12.7,12.0,92.0,11.4,
Canterbury,"2019,May,08","09,00",9.4,9.0,95.0,8.6,
Canterbury,"2019,May,08","09,00",7.2,6.9,95.0,6.5,
Canterbury,"2019,May,08","09,00",9.3,9.3,100.0,9.3,
Canterbury,"2019,May,09","09,00",17.9,13.4,57.0,9.3,
Canterbury,"2019,May,09","09,00",9.5,9.0,93.3,8.5,
Canterbury,"2019,May,09","09,00",9.8,8.7,85.0,7.4,
Canterbury,"2019,May,09","09,00",16.3,13.8,74.4,11.7,
Canterbury,"2019,May,09","09,00",17.2,13.6,65.0,10.6,
Canterbury,"2019,May,09","09,00",18.4,14.0,59.0,10.3,
Canterbury,"2019,May,09","09,00",9.5,9.3,97.0,9.1,
Canterbury,"2019,May,09","09,00",16.2,13.7,74.0,11.6,
Canterbury,"2019,May,09","09,00",9.9,9.9,100.0,9.9,
Canterbury,"2019,May,09","09,00",19.1,14.0,54.0,9.6,
Canterbury,"2019,May,09","09,00",17.7,14.1,65.0,11.1,
Canterbury,"2019,May,10","09,00",12.3,10.8,82.0,9.3,
Canterbury,"2019,May,10","09,00",11.3,10.5,90.0,9.7,
Canterbury,"2019,May,10","09,00",11.1,11.0,98.7,10.9,
Canterbury,"2019,May,10","09,00",13.5,13.3,97.0,13.0,
Canterbury,"2019,May,10","09,00",13.5,11.5,77.0,9.6,
Canterbury,"2019,May,10","09,00",8.2,8.1,98.0,7.9,
Canterbury,"2019,May,10","09,00",11.8,11.5,96.0,11.2,
Canterbury,"2019,May,10","09,00",10.7,10.7,100.0,10.7,
Canterbury,"2019,May,10","09,00",13.2,11.2,77.0,9.3,
Canterbury,"2019,May,10","09,00",12.3,10.5,79.0,8.8,
Canterbury,"2019,May,11","09,00",8.9,8.5,94.0,8.0,
Canterbury,"2019,May,11","09,00",8.6,8.4,97.2,8.2,
Canterbury,"2019,May,11","09,00",6.7,6.2,92.0,5.5,
Canterbury,"2019,May,11","09,00",11.0,10.8,97.5,10.6,
Canterbury,"2019,May,11","09,00",10.5,10.5,100.0,10.5,
Canterbury,"2019,May,11","09,00",10.7,10.6,99.0,10.6,
Canterbury,"2019,May,11","09,00",5.5,5.4,98.0,5.2,
Canterbury,"2019,May,11","09,00",9.9,9.9,100.0,9.9,
Canterbury,"2019,May,11","09,00",9.7,9.7,100.0,9.7,
Canterbury,"2019,May,11","09,00",7.4,6.9,92.0,6.2,
Canterbury,"2019,May,11","09,00",7.7,7.7,100.0,7.7,
Canterbury,"2019,May,12","09,00",13.7,10.3,63.0,6.8,
Canterbury,"2019,May,12","09,00",11.0,10.1,88.7,9.2,
Canterbury,"2019,May,12","09,00",12.1,9.5,69.0,6.6,
Canterbury,"2019,May,12","09,00",10.7,10.5,97.4,10.3,
Canterbury,"2019,May,12","09,00",11.6,11.0,93.0,10.5,
Canterbury,"2019,May,12","09,00",13.9,10.4,62.0,6.8,
Canterbury,"2019,May,12","09,00",8.1,7.5,91.0,6.7,
Canterbury,"2019,May,12","09,00",11.4,9.8,80.0,8.1,
Canterbury,"2019,May,12","09,00",13.4,11.3,76.0,9.3,
Canterbury,"2019,May,12","09,00",15.6,11.7,60.0,7.9,
Canterbury,"2019,May,12","09,00",13.1,10.3,68.0,7.3,
Canterbury,"2019,May,13","09,00",10.2,6.7,56.0,1.8,
Canterbury,"2019,May,13","09,00",2.6,2.6,100.0,2.6,
Canterbury,"2019,May,13","09,00",10.7,7.3,58.0,2.8,
Canterbury,"2019,May,13","09,00",10.0,7.2,64.5,3.6,
Canterbury,"2019,May,13","09,00",10.0,6.8,60.0,2.6,
Canterbury,"2019,May,13","09,00",10.2,7.4,65.0,3.9,
Canterbury,"2019,May,13","09,00",5.3,5.2,98.0,5.0,
Canterbury,"2019,May,13","09,00",9.4,7.2,71.0,4.4,
Canterbury,"2019,May,13","09,00",9.3,7.1,71.0,4.3,
Canterbury,"2019,May,13","09,00",9.4,6.9,67.0,3.6,
Canterbury,"2019,May,13","09,00",7.1,6.1,86.0,4.9,
Canterbury,"2019,May,14","09,00",8.8,7.4,81.0,5.7,
Canterbury,"2019,May,14","09,00",7.0,6.0,85.4,4.7,
Canterbury,"2019,May,14","09,00",5.8,5.0,87.0,3.8,
Canterbury,"2019,May,14","09,00",8.1,7.8,95.8,7.5,
Canterbury,"2019,May,14","09,00",10.4,9.5,88.0,8.5,
Canterbury,"2019,May,14","09,00",11.0,8.2,66.0,4.9,
Canterbury,"2019,May,14","09,00",4.5,4.4,98.0,4.2,
Canterbury,"2019,May,14","09,00",9.5,8.1,82.0,6.6,
Canterbury,"2019,May,14","09,00",3.3,3.2,98.0,3.0,
Canterbury,"2019,May,14","09,00",13.0,8.1,46.0,1.7,
Canterbury,"2019,May,14","09,00",7.2,5.7,78.0,3.6,
